id,title,overview,genres,top_actors,director,popularity,poster_url
38322,"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.","['Crime', 'Comedy', 'Action']","['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday']",John Whitesell,15.901137,https://image.tmdb.org/t/p/w500/n1GSxFcDaZ6lMVf21M0KloPfuhu.jpg
45612,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?","['Thriller', 'Science Fiction', 'Mystery']","['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga']",Duncan Jones,59.19888,https://image.tmdb.org/t/p/w500/nTr0lvAzeQmUjgSgDEHTJpnrxTz.jpg
7305,Alive,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.","['Action', 'Adventure', 'Drama', 'Thriller']","['Ethan Hawke', 'Vincent Spano', 'Josh Hamilton']",Frank Marshall,14.48851,https://image.tmdb.org/t/p/w500/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg
3594,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.","['Thriller', 'Drama', 'Mystery']","['Jim Carrey', 'Virginia Madsen', 'Logan Lerman']",Joel Schumacher,23.197408,https://image.tmdb.org/t/p/w500/iPJwdvgX3I5dEw9QhDOG3hxUvMp.jpg
157841,The Young and Prodigious T.S. Spivet,A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,"['Adventure', 'Drama', 'Family']","['Kyle Catlett', 'Helena Bonham Carter', 'Judy Davis']",Jean-Pierre Jeunet,10.651202,https://image.tmdb.org/t/p/w500/pmr4h0ZLguYsvxaVmjS0bguLcnB.jpg
11519,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.","['Action', 'Comedy']","['Dan Aykroyd', 'Ned Beatty', 'John Belushi']",Steven Spielberg,10.032626,https://image.tmdb.org/t/p/w500/52Bn5yC6IHQuVxPUza3Q6RZCZTu.jpg
12920,Dreamer: Inspired By a True Story,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the horse (in fact is a mare)and save it of being sacrificed by the owner.,"['Drama', 'Family']","['Kurt Russell', 'Dakota Fanning', 'Kris Kristofferson']",John Gatins,6.048743,https://image.tmdb.org/t/p/w500/7Z5FuLTrP5myJ2Dl9VzDRa6q0CG.jpg
59,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,"['Drama', 'Thriller', 'Crime']","['Viggo Mortensen', 'Maria Bello', 'Heidi Hayes']",David Cronenberg,34.628738,https://image.tmdb.org/t/p/w500/3qnO72NHmUgs9JZXAmu4aId9QDl.jpg
9335,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.","['Action', 'Thriller', 'Crime']","['Jason Statham', 'Amber Valletta', 'Kate Nauta']",Louis Leterrier,47.5612,https://image.tmdb.org/t/p/w500/cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg
12106,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.","['Action', 'Western']","['Sharon Stone', 'Gene Hackman', 'Russell Crowe']",Sam Raimi,16.473355,https://image.tmdb.org/t/p/w500/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg
11141,Laws of Attraction,"Amidst a sea of litigation, two New York City divorce lawyers find love.","['Action', 'Comedy', 'Romance', 'Thriller']","['Pierce Brosnan', 'Julianne Moore', 'Michael Sheen']",Peter Howitt,6.201404,https://image.tmdb.org/t/p/w500/6aqR0xwmK0mPOIVShDlT88Vo5W0.jpg
8649,Bringing Out the Dead,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",['Drama'],"['Nicolas Cage', 'Patricia Arquette', 'John Goodman']",Martin Scorsese,15.560918,https://image.tmdb.org/t/p/w500/gE2Q8mL0m0EA6HakRyc92uzSPJn.jpg
31867,Repo Men,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.","['Action', 'Science Fiction', 'Thriller', 'Crime']","['Jude Law', 'Forest Whitaker', 'Alice Braga']",Miguel Sapochnik,25.799697,https://image.tmdb.org/t/p/w500/1ZA5kEKuA6HgbyzZXXlyU4piNI.jpg
10253,Dragon Wars: D-War,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...","['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']","['Jason Behr', 'Robert Forster', 'Aimee Garcia']",Shim Hyung-Rae,4.822033,https://image.tmdb.org/t/p/w500/rEpvqWGu08coDLUpcpiz4sMoDYo.jpg
3587,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","['Fantasy', 'Comedy', 'Family']","['Whoopi Goldberg', 'Gérard Depardieu', 'Haley Joel Osment']",Norman Jewison,3.379454,https://image.tmdb.org/t/p/w500/unp3wg7uzIV3HikMexGQJpO0OHc.jpg
124459,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",['Comedy'],"['Steve Carell', 'Jim Carrey', 'Steve Buscemi']",Don Scardino,26.9385,https://image.tmdb.org/t/p/w500/Bl95sg5Ljo3Hu9SSL0JOvLerLh.jpg
24662,Cats Don't Dance,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.","['Animation', 'Comedy', 'Family', 'Music']","['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']",Mark Dindal,4.098444,https://image.tmdb.org/t/p/w500/6CrgfB0dNUsanaMWHTv0Y6AFeNd.jpg
32274,Cradle Will Rock,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",['Drama'],"['Hank Azaria', 'Rubén Blades', 'Joan Cusack']",Tim Robbins,4.901553,https://image.tmdb.org/t/p/w500/d8LJWY8kaAIlfMiQLOGglL8VqVT.jpg
182,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['George Clooney', 'Cate Blanchett', 'Tobey Maguire']",Steven Soderbergh,5.347936,https://image.tmdb.org/t/p/w500/3LjHC2CWDkzoiPehf3GViujws0.jpg
5494,George and the Dragon,A knight returning from the Crusades takes on a dragon and becomes a legend.,['Adventure'],"['James Purefoy', 'Piper Perabo', 'Patrick Swayze']",Tom Reeve,4.120549,https://image.tmdb.org/t/p/w500/50NxkQexHBoQypzfADEdlxxOlWA.jpg
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","['Drama', 'War']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",Francis Ford Coppola,49.973462,https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
38073,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.","['Comedy', 'Drama', 'Romance']","['Drew Barrymore', 'Justin Long', 'Charlie Day']",Nanette Burstein,13.611544,https://image.tmdb.org/t/p/w500/tTllmSew3nsizpzWNWKUkOuANhm.jpg
2054,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.","['Music', 'Drama', 'Family']","['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']",Stephen Herek,6.775294,https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
302156,Criminal,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",['Action'],"['Kevin Costner', 'Gary Oldman', 'Tommy Lee Jones']",Ariel Vromen,27.891012,https://image.tmdb.org/t/p/w500/hn6HmGTopbbxv4Myy2IwGWxViFP.jpg
606,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",['Drama'],"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer']",Sydney Pollack,13.864975,https://image.tmdb.org/t/p/w500/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg
87502,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",['Drama'],"['Denzel Washington', 'Don Cheadle', 'Bruce Greenwood']",Robert Zemeckis,42.213765,https://image.tmdb.org/t/p/w500/tFsHDNclXoCKy2xMxskzXXMaFJS.jpg
698,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,"['Action', 'Adventure', 'Thriller', 'Science Fiction']","['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']",Lewis Gilbert,29.887404,https://image.tmdb.org/t/p/w500/6LrJdXNmu5uHOVALZxVYd44Lva0.jpg
120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","['Comedy', 'Drama']","['Ralph Fiennes', 'Tony Revolori', 'F. Murray Abraham']",Wes Anderson,74.417456,https://image.tmdb.org/t/p/w500/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg
11313,Hearts in Atlantis,A widowed mother and her son change when a mysterious stranger enters their lives.,"['Drama', 'Mystery']","['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis']",Scott Hicks,7.06762,https://image.tmdb.org/t/p/w500/qPTEh8vutS5FSCDoR16MWVGHqTm.jpg
6488,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.","['Comedy', 'Horror']","['Jeff Daniels', 'Harley Jane Kozak', 'Garette Ratliff Henson']",Frank Marshall,15.895661,https://image.tmdb.org/t/p/w500/lHjpwv1Yv2RcGcTQb4Lc1cKw1y9.jpg
10559,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","['Crime', 'Drama', 'Science Fiction', 'Thriller']","['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher']",Gregory Hoblit,19.258041,https://image.tmdb.org/t/p/w500/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg
296099,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",['Comedy'],"['Ed Helms', 'Christina Applegate', 'Skyler Gisondo']",John Francis Daley,47.753598,https://image.tmdb.org/t/p/w500/fYDALvoCt3DBlSWN6pSAnGQ9ld7.jpg
8012,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","['Comedy', 'Thriller', 'Crime']","['John Travolta', 'Gene Hackman', 'Rene Russo']",Barry Sonnenfeld,15.585138,https://image.tmdb.org/t/p/w500/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
1574,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']","['Catherine Zeta-Jones', 'Renée Zellweger', 'Queen Latifah']",Rob Marshall,32.217425,https://image.tmdb.org/t/p/w500/3ED8cWCXY9zkx77Sd0N5qMbsdDP.jpg
9032,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.","['Comedy', 'Drama']","['Adam Sandler', 'Joey Lauren Adams', 'Kristy Swanson']",Dennis Dugan,34.86859,https://image.tmdb.org/t/p/w500/cqFnFg6YS8urJT6YC95IDkn0VHz.jpg
2770,American Pie 2,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...","['Comedy', 'Romance']","['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein']",J.B. Rogers,36.432598,https://image.tmdb.org/t/p/w500/854ZZxXdeabAs90mrV72NqShJqR.jpg
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","['Animation', 'Comedy', 'Family']","['Tom Hanks', 'Tim Allen', 'Don Rickles']",John Lasseter,73.640445,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
1637,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.","['Action', 'Adventure', 'Crime']","['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",Jan de Bont,49.526736,https://image.tmdb.org/t/p/w500/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg
72570,The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.","['Drama', 'Romance']","['Rachel McAdams', 'Channing Tatum', 'Sam Neill']",Michael Sucsy,26.780961,https://image.tmdb.org/t/p/w500/y5GUXzTvt7kSQbdQrSvbYNoa8HB.jpg
27569,Extraordinary Measures,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",['Drama'],"['Harrison Ford', 'Brendan Fraser', 'Keri Russell']",Tom Vaughan,6.487344,https://image.tmdb.org/t/p/w500/bmBCMoCc6OdINBOC7P6pOIs1MuO.jpg
10637,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",['Drama'],"['Denzel Washington', 'Will Patton', 'Ryan Hurst']",Boaz Yakin,25.996219,https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg
1669,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.","['Action', 'Adventure', 'Thriller']","['Alec Baldwin', 'Sean Connery', 'Scott Glenn']",John McTiernan,46.212155,https://image.tmdb.org/t/p/w500/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg
132363,The Butler,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",['Drama'],"['Forest Whitaker', 'David Banner', 'Michael Rainey Jr.']",Lee Daniels,32.105328,https://image.tmdb.org/t/p/w500/pAi8Bl3ZKX6pANPVhNwbhbQANop.jpg
9472,DodgeBall: A True Underdog Story,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",['Comedy'],"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller']",Rawson Marshall Thurber,41.156217,https://image.tmdb.org/t/p/w500/r8KbNHkkwFXLjV1suGwm0Qjure5.jpg
2907,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?","['Horror', 'Comedy', 'Fantasy']","['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",Barry Sonnenfeld,37.179547,https://image.tmdb.org/t/p/w500/qFf8anju5f2epI0my8RdwwIXFIP.jpg
9273,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.","['Crime', 'Comedy', 'Adventure']","['Jim Carrey', 'Ian McNeice', 'Simon Callow']",Steve Oedekerk,34.391792,https://image.tmdb.org/t/p/w500/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.","['Comedy', 'Family', 'Romance']","['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo']",Garry Marshall,40.176265,https://image.tmdb.org/t/p/w500/qSw4lzhDGeM5MjQc86BLzJALhBs.jpg
2925,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",['Comedy'],"['Goldie Hawn', 'Bette Midler', 'Diane Keaton']",Hugh Wilson,10.704596,https://image.tmdb.org/t/p/w500/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg
807,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['Crime', 'Mystery', 'Thriller']","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow']",David Fincher,79.579532,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
17654,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",['Science Fiction'],"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']",Neill Blomkamp,63.13678,https://image.tmdb.org/t/p/w500/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg
11836,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.","['Animation', 'Comedy', 'Family']","['Tom Kenny', 'Clancy Brown', 'Rodger Bumpass']",Stephen Hillenburg,27.870755,https://image.tmdb.org/t/p/w500/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg
322,Mystic River,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.","['Thriller', 'Crime', 'Drama', 'Mystery']","['Sean Penn', 'Tim Robbins', 'Kevin Bacon']",Clint Eastwood,31.242999,https://image.tmdb.org/t/p/w500/hCHVDbo6XJGj3r2i4hVjKhE0GKF.jpg
70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",['Drama'],"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman']",Clint Eastwood,70.456012,https://image.tmdb.org/t/p/w500/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg
9535,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.","['Comedy', 'Crime']","['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",Harold Ramis,29.415229,https://image.tmdb.org/t/p/w500/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg
11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","['Romance', 'Drama']","['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands']",Nick Cassavetes,55.109138,https://image.tmdb.org/t/p/w500/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg
6557,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,"['Comedy', 'Romance']","['Katherine Heigl', 'James Marsden', 'Malin Åkerman']",Anne Fletcher,30.695228,https://image.tmdb.org/t/p/w500/rEfourJfgEyKiewwH8ZkUYt9AqE.jpg
18126,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?","['Comedy', 'Drama', 'Family', 'Music', 'Romance']","['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment']",Peter Chelsom,13.788422,https://image.tmdb.org/t/p/w500/nZUKhfpUCFfTy24LGBHdDlK5RLx.jpg
16340,Rugrats in Paris: The Movie,"The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump.","['Adventure', 'Animation', 'Comedy', 'Family']","['E.G. Daily', 'Susan Sarandon', 'John Lithgow']",Stig Bergqvist,4.590277,https://image.tmdb.org/t/p/w500/grIL8mvfLznaWsv7EEEPhCpkH81.jpg
10333,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,"['Drama', 'Romance']","['Nick Nolte', 'Barbra Streisand', 'Blythe Danner']",Barbra Streisand,3.845231,https://image.tmdb.org/t/p/w500/1AyeW3YlwfhRwLDeUCW686obceb.jpg
4476,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.","['Adventure', 'Drama', 'Romance', 'War']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']",Edward Zwick,26.952727,https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
22947,Up in the Air,"George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.","['Drama', 'Romance']","['George Clooney', 'Vera Farmiga', 'Anna Kendrick']",Jason Reitman,33.704181,https://image.tmdb.org/t/p/w500/useGH8nfwlaHK44IWEZdUYJOE2N.jpg
2755,About Schmidt,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.","['Drama', 'Comedy']","['Jack Nicholson', 'Kathy Bates', 'Hope Davis']",Alexander Payne,19.925026,https://image.tmdb.org/t/p/w500/tstvsrJHY57hc951lb190alXRQm.jpg
